,location,total_sqft,bath,price,bhk
1204,Electronic City Phase II,975.0,2.0,45.0,3
1205,Electronic City Phase II,1116.0,2.0,37.0,2
1206,Electronic City Phase II,1000.0,2.0,28.88,2
1207,Electronic City Phase II,1000.0,2.0,28.88,2
1208,Electronic City Phase II,1000.0,2.0,28.88,2
1209,Electronic City Phase II,1065.0,2.0,30.88,2
1210,Electronic City Phase II,920.0,2.0,26.0,2
1211,Electronic City Phase II,1140.0,2.0,33.84,2
1212,Electronic City Phase II,1125.0,2.0,32.49,2
1213,Electronic City Phase II,1140.0,2.0,32.92,2
1214,Electronic City Phase II,1116.0,2.0,40.0,2
1215,Electronic City Phase II,1150.0,3.0,46.0,3
1216,Electronic City Phase II,1192.0,2.0,47.0,3
1217,Electronic City Phase II,1020.0,2.0,32.0,2
1218,Electronic City Phase II,1020.0,2.0,29.45,2
1219,Electronic City Phase II,1000.0,2.0,28.88,2
1220,Electronic City Phase II,1125.0,2.0,32.49,2
1221,Electronic City Phase II,1200.0,2.0,34.65,2
1222,Electronic City Phase II,1160.0,2.0,52.2,2
1223,Electronic City Phase II,1244.0,2.0,55.0,2
1224,Electronic City Phase II,1160.0,2.0,33.51,2
1225,Electronic City Phase II,972.0,2.0,40.0,2
1226,Electronic City Phase II,1160.0,2.0,33.51,2
1227,Electronic City Phase II,1090.0,2.0,31.48,2
1228,Electronic City Phase II,1140.0,2.0,32.92,2
1229,Electronic City Phase II,1160.0,2.0,33.5,2
1230,Electronic City Phase II,1025.0,2.0,29.6,2
1231,Electronic City Phase II,829.0,2.0,22.8,2
1232,Electronic City Phase II,2187.5,4.0,105.0,4
1233,Electronic City Phase II,1125.0,2.0,32.63,2
1234,Electronic City Phase II,1140.0,2.0,34.0,2
1235,Electronic City Phase II,1135.0,2.0,46.0,2
1236,Electronic City Phase II,1165.0,2.0,33.64,2
1237,Electronic City Phase II,1336.0,2.0,50.35,3
1238,Electronic City Phase II,575.0,1.0,16.75,1
1239,Electronic City Phase II,1065.0,2.0,30.76,2
1240,Electronic City Phase II,1065.0,2.0,30.75,2
1241,Electronic City Phase II,1140.0,2.0,33.06,2
1242,Electronic City Phase II,911.0,2.0,26.5,2
1243,Electronic City Phase II,1200.0,2.0,34.65,2
1244,Electronics City Phase 1,1475.0,3.0,78.29,3
1245,Electronics City Phase 1,1490.0,3.0,78.8,3
1246,Electronics City Phase 1,1113.27,2.0,53.0,2
1247,Electronics City Phase 1,1515.0,2.0,80.91,3
1248,Electronics City Phase 1,995.0,2.0,46.0,2
1249,Electronics City Phase 1,1555.0,2.0,82.0,3
1250,Electronics City Phase 1,1175.0,2.0,57.0,2
1251,Electronics City Phase 1,580.0,1.0,27.0,1
1252,Electronics City Phase 1,940.0,2.0,49.0,2
1253,Electronics City Phase 1,1335.0,2.0,67.0,2
1254,Electronics City Phase 1,1113.12,2.0,55.0,2
1255,Electronics City Phase 1,1350.0,3.0,71.0,3
1256,Electronics City Phase 1,995.0,2.0,49.8,2
1257,Electronics City Phase 1,360.0,1.0,16.9,1
1258,Electronics City Phase 1,638.0,1.0,32.0,1
1259,Electronics City Phase 1,1200.0,2.0,59.76,2
1260,Electronics City Phase 1,1145.0,2.0,54.0,2
1261,Electronics City Phase 1,1550.0,2.0,82.0,3
1262,Electronics City Phase 1,865.0,2.0,40.0,2
1263,Electronics City Phase 1,1800.0,3.0,93.0,3
1264,Electronics City Phase 1,1170.0,2.0,62.0,2
1265,Electronics City Phase 1,1450.0,3.0,79.0,3
1266,Electronics City Phase 1,940.0,2.0,48.0,2
1267,Electronics City Phase 1,940.0,2.0,44.0,2
1268,Electronics City Phase 1,1300.0,2.0,67.0,2
1269,Electronics City Phase 1,1028.0,2.0,51.0,2
1270,Electronics City Phase 1,1205.0,2.0,60.0,2
1271,Electronics City Phase 1,1305.0,2.0,67.0,2
1272,Electronics City Phase 1,1175.0,2.0,60.0,2
1273,Frazer Town,1700.0,3.0,180.0,3
1274,Frazer Town,1870.0,3.0,185.0,3
1275,Frazer Town,1750.0,3.0,150.0,3
1276,Frazer Town,2000.0,3.0,200.0,3
1277,Frazer Town,3500.0,4.0,330.0,3
1278,Frazer Town,1550.0,2.0,140.0,2
1279,Frazer Town,2560.0,3.0,265.0,3
1280,Frazer Town,2400.0,3.0,260.0,3
1281,Frazer Town,3436.0,5.0,341.0,4
1282,Frazer Town,1315.0,2.0,140.0,2
1283,Frazer Town,1706.0,3.0,154.0,3
1284,Frazer Town,2079.0,3.0,220.0,3
1285,Frazer Town,3435.0,2.0,341.0,4
1286,Frazer Town,3436.0,5.0,345.0,4
1287,Frazer Town,1180.0,2.0,105.0,2
1288,Frazer Town,2900.0,4.0,325.0,4
1289,Frazer Town,1870.0,3.0,180.0,3
1290,Frazer Town,896.0,1.0,100.0,1
1291,GM Palaya,1820.0,2.0,86.0,3
1292,GM Palaya,1140.0,2.0,48.95,2
1293,GM Palaya,1315.0,3.0,64.0,3
1294,GM Palaya,1643.0,2.0,70.0,3
1295,Garudachar Palya,1325.0,2.0,60.8,3
1296,Garudachar Palya,1060.0,2.0,48.7,2
1297,Garudachar Palya,1150.0,2.0,52.75,2
1298,Garudachar Palya,1295.0,2.0,59.5,3
1299,Garudachar Palya,1320.0,2.0,60.6,3
1300,Garudachar Palya,1295.0,2.0,59.5,3
1301,Garudachar Palya,1150.0,2.0,52.8,2
1302,Garudachar Palya,1150.0,2.0,52.8,2
1303,Garudachar Palya,1060.0,2.0,48.5,2
1304,Garudachar Palya,1150.0,2.0,52.5,2
1305,Garudachar Palya,1325.0,2.0,60.8,3
1306,Garudachar Palya,1060.0,2.0,48.66,2
1307,Giri Nagar,2400.0,4.0,400.0,4
1308,Giri Nagar,1350.0,3.0,240.0,3
1309,Giri Nagar,2400.0,4.0,400.0,4
1310,Giri Nagar,2400.0,6.0,400.0,6
1311,Gollarapalya Hosahalli,1408.0,3.0,62.0,3
1312,Gollarapalya Hosahalli,861.0,2.0,36.5,2
1313,Gollarapalya Hosahalli,1345.0,3.0,60.0,3
1314,Gollarapalya Hosahalli,1318.0,3.0,56.0,3
1315,Gollarapalya Hosahalli,1129.0,2.0,50.0,2
1316,Gottigere,967.0,2.0,45.0,2
1317,Gottigere,950.0,2.0,38.0,2
1318,Gottigere,1153.0,2.0,48.5,2
1319,Gottigere,1460.0,2.0,65.0,3
1320,Gottigere,1500.0,3.0,70.0,3
1322,Gottigere,990.0,2.0,40.0,2
1323,Gottigere,1385.0,3.0,64.0,3
1325,Gottigere,945.0,2.0,45.0,2
1326,Gottigere,2500.0,3.0,120.0,4
1328,Gottigere,1120.0,2.0,50.0,2
1330,Gottigere,1280.0,2.0,61.0,2
1331,Gottigere,1205.0,2.0,56.58,2
1332,Gottigere,1613.0,3.0,72.0,3
1333,Gottigere,1245.0,2.0,59.0,2
1334,Gottigere,1200.0,2.0,50.0,2
1335,Green Glen Layout,3250.0,4.0,230.0,4
1336,Green Glen Layout,3250.0,4.0,230.0,4
1337,Green Glen Layout,1715.0,3.0,115.0,3
1338,Green Glen Layout,1751.0,2.0,115.0,3
1339,Green Glen Layout,1530.0,3.0,105.0,3
1340,Green Glen Layout,1645.0,3.0,110.0,3
1341,Green Glen Layout,1517.0,3.0,100.0,3
1342,Green Glen Layout,3150.0,4.0,218.0,4
1343,Green Glen Layout,1750.0,3.0,120.0,3
1344,Green Glen Layout,1751.0,3.0,115.0,3
1345,Green Glen Layout,1715.0,3.0,120.0,3
1346,Green Glen Layout,1623.29,2.0,105.0,3
1347,Green Glen Layout,1715.0,3.0,115.0,3
1348,Green Glen Layout,1715.0,3.0,105.0,3
1349,Green Glen Layout,1600.0,3.0,105.0,3
1350,Green Glen Layout,1715.0,3.0,112.0,3
1351,Gubbalala,1470.0,2.0,82.0,3
1352,Gubbalala,1745.0,3.0,104.0,3
1353,Gubbalala,2570.0,4.0,141.0,5
1354,Gubbalala,1205.0,2.0,70.0,2
1355,Gubbalala,1435.0,2.0,80.0,3
1356,Gubbalala,1475.0,2.0,80.0,2
1357,Gunjur,1140.0,2.0,43.0,2
1358,Gunjur,1600.0,3.0,75.0,3
1359,Gunjur,1140.0,2.0,49.11,2
1360,Gunjur,1195.0,2.0,44.0,2
1361,Gunjur,1457.0,2.0,60.0,2
1362,Gunjur,1080.0,2.0,41.0,2
1363,Gunjur,1175.0,2.0,43.48,2
1364,Gunjur,1362.0,3.0,62.63,3
1365,Gunjur,1071.0,2.0,51.0,2
1366,Gunjur,1063.0,2.0,40.0,2
1367,Gunjur,1235.0,2.0,52.76,2
1368,Gunjur,1362.0,3.0,62.63,3
1369,Gunjur,1362.0,3.0,62.63,3
1370,Gunjur,1457.0,2.0,60.0,2
1371,HAL 2nd Stage,1490.0,2.0,300.0,3
1372,HAL 2nd Stage,600.0,3.0,145.0,2
1373,HBR Layout,2800.0,2.0,200.0,3
1374,HBR Layout,1722.0,3.0,95.0,3
1375,HBR Layout,1783.0,3.0,125.0,3
1376,HBR Layout,1656.0,3.0,90.0,3
1377,HBR Layout,1089.0,2.0,60.0,2
1378,HBR Layout,1700.0,3.0,110.0,3
1379,HBR Layout,1198.0,2.0,65.0,2
1380,HBR Layout,1832.0,3.0,160.0,3
1381,HRBR Layout,1374.0,2.0,95.0,2
1382,HRBR Layout,1440.0,2.0,98.0,2
1383,HRBR Layout,1210.0,2.0,75.0,2
1384,HRBR Layout,1265.0,2.0,78.0,2
1385,HRBR Layout,1170.0,2.0,75.0,2
1386,HRBR Layout,1625.0,3.0,120.0,3
1387,HRBR Layout,1145.0,2.0,68.5,2
1388,HRBR Layout,1300.0,2.0,90.0,2
1389,HSR Layout,1372.0,2.0,68.0,2
1390,HSR Layout,1475.0,3.0,75.0,3
1391,HSR Layout,1140.0,2.0,46.0,2
1392,HSR Layout,1372.0,2.0,61.0,2
1393,HSR Layout,1750.0,3.0,95.0,3
1394,HSR Layout,1027.0,2.0,44.0,2
1395,HSR Layout,1140.0,2.0,46.0,2
1396,HSR Layout,1372.0,2.0,61.0,2
1397,HSR Layout,1140.0,2.0,46.0,2
1398,HSR Layout,1185.0,2.0,60.0,2
1399,HSR Layout,1145.0,2.0,48.0,2
1400,HSR Layout,1009.0,2.0,56.0,2
1401,HSR Layout,1140.0,2.0,46.0,2
1402,HSR Layout,1140.0,2.0,46.0,2
1403,HSR Layout,1145.0,2.0,46.0,2
1404,HSR Layout,1142.0,2.0,65.0,2
1405,HSR Layout,1145.0,2.0,46.0,2
1406,HSR Layout,1844.0,3.0,95.0,3
1407,HSR Layout,1140.0,2.0,46.0,2
1408,HSR Layout,4200.0,5.0,245.0,5
1409,HSR Layout,1140.0,2.0,46.0,2
1410,HSR Layout,1145.0,2.0,46.0,2
1411,HSR Layout,1009.0,2.0,56.0,2
1412,HSR Layout,1145.0,2.0,46.0,2
1413,HSR Layout,1100.0,2.0,44.0,2
1414,HSR Layout,1203.0,2.0,60.0,2
1415,HSR Layout,1140.0,2.0,46.0,2
1416,HSR Layout,1289.0,2.0,70.0,2
1417,HSR Layout,1844.0,3.0,89.0,3
1418,HSR Layout,1203.0,2.0,60.0,2
1419,HSR Layout,1140.0,2.0,46.0,2
1420,Haralur Road,1240.0,2.0,70.0,2
1421,Haralur Road,1027.0,2.0,44.0,2
1422,Haralur Road,1194.0,2.0,47.0,2
1423,Haralur Road,1202.0,2.0,53.0,2
1424,Haralur Road,1056.0,2.0,61.0,2
1425,Haralur Road,1810.0,3.0,100.0,3
1426,Haralur Road,1194.0,2.0,46.0,2
1427,Haralur Road,1225.0,2.0,67.38,2
1428,Haralur Road,1027.0,2.0,44.0,2
1429,Haralur Road,1875.0,3.0,110.0,3
1430,Haralur Road,1194.0,2.0,47.0,2
1431,Haralur Road,1027.0,2.0,44.0,2
1432,Haralur Road,1194.0,2.0,46.0,2
1433,Haralur Road,1875.0,3.0,110.0,3
1434,Haralur Road,1092.0,2.0,44.0,2
1435,Haralur Road,2475.0,4.0,130.0,3
1436,Haralur Road,1300.0,2.0,73.0,2
1437,Haralur Road,1194.0,2.0,47.0,2
1438,Haralur Road,1225.0,2.0,67.38,2
1439,Haralur Road,1464.0,2.0,56.0,2
1440,Haralur Road,1000.0,2.0,44.0,2
1441,Haralur Road,1444.0,2.0,80.0,3
1442,Haralur Road,1027.0,2.0,44.0,2
1443,Haralur Road,1225.0,2.0,70.0,2
1444,Haralur Road,1194.0,2.0,46.0,2
1445,Haralur Road,1830.0,3.0,101.0,3
1446,Haralur Road,1464.0,2.0,56.0,2
1447,Haralur Road,1300.0,2.0,75.0,2
1448,Haralur Road,1027.0,2.0,44.0,2
1449,Haralur Road,1027.0,2.0,44.0,2
1450,Haralur Road,2017.0,3.0,105.0,3
1451,Haralur Road,1520.0,2.0,90.0,3
1452,Haralur Road,1300.0,2.0,60.0,2
1453,Haralur Road,1056.0,2.0,60.0,2
1454,Haralur Road,1245.0,2.0,62.0,2
1455,Haralur Road,1140.0,2.0,58.0,2
1456,Haralur Road,1027.0,2.0,43.0,2
1457,Haralur Road,1194.0,2.0,47.0,2
1458,Haralur Road,1194.0,2.0,47.0,2
1459,Haralur Road,1560.0,3.0,90.0,3
1460,Haralur Road,1520.0,2.0,85.0,3
1461,Haralur Road,1027.0,2.0,44.0,2
1462,Haralur Road,1194.0,2.0,46.0,2
1463,Haralur Road,1580.0,3.0,73.0,3
1464,Haralur Road,1194.0,2.0,47.0,2
1465,Haralur Road,1510.0,3.0,83.05,3
1466,Haralur Road,1810.0,3.0,100.0,3
1467,Haralur Road,1194.0,2.0,46.0,2
1468,Haralur Road,1194.0,2.0,46.0,2
1469,Haralur Road,1194.0,2.0,47.0,2
1470,Haralur Road,1194.0,2.0,47.0,2
1471,Haralur Road,1710.0,3.0,85.0,3
1472,Haralur Road,1730.0,3.0,95.0,3
1473,Haralur Road,1225.0,2.0,67.48,2
1474,Haralur Road,1225.0,2.0,69.84,2
1475,Haralur Road,1200.0,2.0,46.0,2
1476,Haralur Road,1976.0,3.0,92.0,3
1477,Haralur Road,1300.0,2.0,75.0,2
1478,Haralur Road,1027.0,1.0,44.0,2
1479,Haralur Road,1300.0,2.0,75.0,2
1481,Haralur Road,1230.0,2.0,67.65,2
1482,Haralur Road,1194.0,2.0,46.0,2
1483,Haralur Road,1092.0,2.0,44.0,2
1484,Haralur Road,1735.0,3.0,97.0,3
1485,Haralur Road,1810.0,3.0,97.83,3
1486,Haralur Road,1200.0,2.0,46.0,2
1487,Harlur,1174.0,2.0,69.0,2
1488,Harlur,1197.0,2.0,84.0,2
1489,Harlur,1757.0,3.0,132.0,3
1490,Harlur,1174.0,2.0,76.0,2
1491,Harlur,1754.0,3.0,125.0,3
1492,Harlur,1290.0,2.0,85.0,2
1493,Harlur,1752.12,3.0,116.0,3
1494,Harlur,1754.0,3.0,124.0,3
1495,Harlur,1152.0,2.0,69.0,2
1496,Harlur,1290.0,2.0,87.0,2
1497,Harlur,1749.0,3.0,115.0,3
1498,Harlur,2240.0,5.0,155.0,3
1499,Harlur,1197.0,2.0,79.0,2
1500,Harlur,1174.0,2.0,78.0,2
1501,Harlur,1197.0,2.0,79.0,2
1503,Harlur,1174.0,2.0,75.0,2
1504,Harlur,1620.0,3.0,110.0,3
1505,Harlur,1756.0,3.0,131.0,3
1506,Harlur,1755.0,3.0,130.0,3
1507,Harlur,1864.0,3.0,140.0,3
1508,Harlur,1331.0,2.0,88.0,2
1509,Harlur,1756.0,3.0,128.0,3
1510,Harlur,1749.0,3.0,120.0,3
1511,Harlur,1197.0,2.0,82.0,2
1512,Harlur,1303.0,2.0,90.0,2
1513,Harlur,1754.0,3.0,132.0,3
1514,Harlur,1174.0,2.0,75.0,2
1515,Harlur,1197.0,2.0,78.0,2
1516,Harlur,1290.0,2.0,89.9,2
1517,Harlur,1386.0,2.0,85.0,2
1518,Harlur,1174.0,2.0,74.0,2
1519,Harlur,1174.0,2.0,78.0,2
1520,Harlur,1755.0,3.0,115.0,3
1521,Harlur,1197.0,2.0,77.0,2
1522,Harlur,1752.12,3.0,125.0,3
1523,Harlur,1197.0,2.0,76.0,2
1524,Harlur,1197.0,2.0,75.0,2
1525,Harlur,1755.0,3.0,117.0,3
1526,Harlur,1197.0,2.0,79.9,2
1527,Harlur,2990.0,4.0,225.0,4
1528,Harlur,1370.0,2.0,88.0,2
1530,Hebbal,5611.5,4.0,477.0,4
1531,Hebbal,1349.0,2.0,98.2,2
1532,Hebbal,2483.0,5.0,212.0,4
1533,Hebbal,1760.0,2.0,130.0,3
1534,Hebbal,3450.0,5.0,260.0,3
1536,Hebbal,1349.0,2.0,98.0,2
1538,Hebbal,812.0,2.0,55.0,2
1539,Hebbal,1420.0,2.0,99.39,2
1540,Hebbal,1700.0,3.0,124.0,3
1541,Hebbal,1420.0,2.0,99.39,2
1542,Hebbal,1440.0,2.0,115.0,2
1543,Hebbal,2400.0,4.0,180.0,3
1544,Hebbal,1420.0,2.0,107.0,2
1545,Hebbal,1320.0,2.0,92.0,2
1546,Hebbal,1645.0,3.0,135.0,3
1547,Hebbal,2080.0,3.0,175.0,3
1548,Hebbal,2600.0,3.0,195.0,3
1550,Hebbal,1251.0,2.0,88.73,2
1551,Hebbal,1645.0,3.0,121.0,3
1553,Hebbal,1645.0,3.0,120.0,3
1557,Hebbal,2661.0,2.0,226.5,3
1558,Hebbal,1255.0,2.0,95.0,3
1559,Hebbal,1255.0,2.0,95.0,3
1560,Hebbal,1349.0,2.0,97.8,2
1561,Hebbal,1344.0,2.0,108.0,2
1563,Hebbal,1987.0,4.0,165.0,3
1564,Hebbal,1299.0,2.0,100.0,2
1566,Hebbal,1390.0,2.0,95.0,2
1567,Hebbal,1333.0,2.0,100.0,2
1568,Hebbal,2650.0,4.0,199.0,3
1569,Hebbal,1800.0,3.0,140.0,3
1570,Hebbal,2470.0,4.0,203.0,4
1571,Hebbal,1255.0,2.0,95.0,3
1572,Hebbal,1333.0,2.0,104.0,2
1574,Hebbal,2600.0,3.0,199.0,3
1575,Hebbal,1345.0,2.0,97.0,2
1576,Hebbal,1320.0,2.0,91.0,2
1577,Hebbal,2388.0,3.0,195.0,3
1578,Hebbal,2600.0,3.0,195.0,3
1580,Hebbal,1420.0,2.0,99.39,2
1581,Hebbal,1299.0,2.0,97.0,2
1582,Hebbal,2470.0,5.0,192.0,4
1586,Hebbal,1920.0,3.0,150.0,3
1587,Hebbal,2375.0,4.0,189.0,4
1588,Hebbal,1420.0,2.0,99.26,2
1589,Hebbal,1252.0,2.0,92.0,2
1590,Hebbal,4225.0,6.0,359.0,4
1591,Hebbal,1740.0,2.0,137.0,3
1592,Hebbal,1349.0,2.0,98.0,2
1593,Hebbal,1349.0,2.0,96.8,2
1594,Hebbal Kempapura,1700.0,3.0,155.0,3
1595,Hebbal Kempapura,1800.0,3.0,175.0,3
1596,Hebbal Kempapura,2280.0,5.0,200.0,5
1597,Hebbal Kempapura,2900.0,4.0,240.0,3
1598,Hebbal Kempapura,1466.0,2.0,140.0,3
1599,Hebbal Kempapura,1725.0,2.0,165.0,3
1600,Hebbal Kempapura,1485.0,3.0,132.0,2
1601,Hebbal Kempapura,1800.0,3.0,150.0,3
1602,Hebbal Kempapura,2400.0,5.0,200.0,5
1603,Hebbal Kempapura,1785.0,3.0,165.0,3
1604,Hebbal Kempapura,1730.0,3.0,175.0,3
1605,Hegde Nagar,1569.0,3.0,101.0,3
1606,Hegde Nagar,3000.0,7.0,210.0,6
1607,Hegde Nagar,2026.0,3.0,132.0,3
1608,Hegde Nagar,1801.0,3.0,115.0,3
1609,Hegde Nagar,2112.95,4.0,145.0,3
1610,Hegde Nagar,1200.0,4.0,83.0,4
1611,Hegde Nagar,1703.0,3.0,113.0,3
1612,Hegde Nagar,1570.0,3.0,105.0,3
1613,Hegde Nagar,1584.01,3.0,103.0,3
1614,Hegde Nagar,1965.0,4.0,125.0,3
1615,Hegde Nagar,1200.0,2.0,75.0,2
1616,Hegde Nagar,1965.0,4.0,132.0,3
1617,Hegde Nagar,1847.0,3.0,125.0,3
1618,Hegde Nagar,2144.6,4.0,145.0,3
1619,Hegde Nagar,1718.0,3.0,119.0,3
1620,Hegde Nagar,1847.0,3.0,123.0,3
1621,Hegde Nagar,2087.01,4.0,135.0,3
1622,Hegde Nagar,1884.0,4.0,118.0,3
1623,Hegde Nagar,1930.0,4.0,122.0,3
1624,Hegde Nagar,1584.01,3.0,104.0,3
1625,Hegde Nagar,1000.0,2.0,66.0,2
1626,Hennur,1075.0,2.0,52.0,2
1627,Hennur,1255.0,2.0,52.32,2
1628,Hennur,1225.0,2.0,57.0,2
1629,Hennur,1255.0,2.0,57.5,2
1630,Hennur,1259.0,2.0,57.0,2
1631,Hennur,1255.0,2.0,53.5,2
1632,Hennur,1285.0,2.0,60.0,2
1633,Hennur,1285.0,2.0,60.0,2
1634,Hennur,1255.0,2.0,58.0,2
1635,Hennur,1255.0,2.0,54.5,2
1636,Hennur,1255.0,2.0,55.5,2
1637,Hennur,2500.0,5.0,125.0,5
1638,Hennur,1160.0,2.0,49.0,2
1639,Hennur,1255.0,2.0,53.5,2
1640,Hennur,1255.0,2.0,55.5,2
1641,Hennur,1255.0,2.0,57.5,2
1642,Hennur,960.0,2.0,48.0,2
1643,Hennur,1020.0,2.0,48.0,2
1644,Hennur,1255.0,2.0,52.32,2
1645,Hennur,1295.0,2.0,64.0,2
1646,Hennur,1255.0,2.0,58.0,2
1647,Hennur,1420.0,2.0,62.0,2
1648,Hennur,1155.0,2.0,54.5,2
1649,Hennur,1255.0,2.0,52.32,2
1650,Hennur,1255.0,2.0,52.35,2
1651,Hennur,1255.0,2.0,54.5,2
1652,Hennur,1830.5,3.0,84.205,3
1653,Hennur,1255.0,2.0,55.5,2
1654,Hennur,1255.0,2.0,53.57,2
1655,Hennur,1255.0,2.0,56.5,2
1656,Hennur,1295.0,2.0,62.0,2
1657,Hennur Road,2089.0,3.0,140.0,3
1658,Hennur Road,1385.0,2.0,83.09,2
1659,Hennur Road,1904.0,3.0,120.0,3
1661,Hennur Road,1561.0,3.0,95.0,3
1662,Hennur Road,1482.0,2.0,92.0,3
1663,Hennur Road,1482.0,2.0,87.0,3
1664,Hennur Road,1703.0,3.0,101.0,3
1665,Hennur Road,1232.0,2.0,69.61,2
1666,Hennur Road,1680.0,3.0,99.27,3
1667,Hennur Road,1385.0,2.0,83.09,2
1668,Hennur Road,1586.0,3.0,93.94,3
1669,Hennur Road,1975.0,3.0,123.0,3
1670,Hennur Road,901.0,2.0,49.5,2
1671,Hennur Road,1445.0,3.0,86.56,3
1672,Hennur Road,1482.0,2.0,97.0,3
1673,Hennur Road,1182.0,2.0,82.5,2
1674,Hennur Road,1036.0,2.0,59.46,2
1676,Hennur Road,1232.0,2.0,69.61,2
1677,Hennur Road,1936.0,3.0,118.0,3
1678,Hennur Road,1590.0,3.0,96.5,3
1679,Hennur Road,1036.0,2.0,59.45,2
1680,Hennur Road,1832.0,3.0,125.0,3
1681,Hennur Road,1341.0,2.0,75.76,2
1682,Hennur Road,1414.0,2.0,84.18,2
1683,Hennur Road,1949.0,3.0,133.0,3
1684,Hennur Road,1250.0,2.0,77.88,3
1685,Hennur Road,1831.0,3.0,110.0,3
1686,Hennur Road,1232.0,2.0,74.0,2
1687,Hennur Road,1232.0,2.0,66.0,2
1688,Hennur Road,2002.0,3.0,120.0,3
1689,Hennur Road,1232.0,2.0,69.6,2
1690,Hennur Road,1195.0,2.0,73.0,2
1691,Hennur Road,2041.0,3.0,128.0,3
1692,Hennur Road,973.0,2.0,56.0,2
1693,Hennur Road,1255.0,2.0,84.0,2
1694,Hennur Road,1232.0,2.0,83.0,2
1695,Hennur Road,1832.0,3.0,116.0,3
1697,Hennur Road,1445.0,2.0,86.69,3
1699,Hennur Road,1654.0,3.0,97.8,3
1700,Hennur Road,1480.0,3.0,100.0,3
1701,Hennur Road,1450.0,3.0,88.6,3
1702,Hennur Road,1155.0,2.0,69.18,2
1703,Hennur Road,1904.0,3.0,129.0,3
1704,Hennur Road,1981.0,3.0,134.0,3
1705,Hennur Road,1155.0,2.0,69.18,2
1706,Hennur Road,1590.0,3.0,105.0,3
1707,Hennur Road,2041.0,3.0,138.0,3
1708,Hennur Road,1232.0,2.0,69.61,2
1709,Hennur Road,1748.0,3.0,103.0,3
1710,Hennur Road,1460.0,2.0,80.3,2
1711,Hennur Road,1232.0,2.0,69.61,2
1712,Hennur Road,1445.0,2.0,89.56,3
1713,Hennur Road,973.0,2.0,50.74,2
1714,Hennur Road,1305.0,2.0,77.0,3
1715,Hennur Road,1165.0,2.0,67.0,2
1716,Hennur Road,980.0,2.0,51.0,2
1717,Hennur Road,1232.0,2.0,80.0,2
1718,Hennur Road,950.0,2.0,55.0,2
1720,Hennur Road,1450.0,2.0,80.0,2
1721,Hennur Road,1155.0,2.0,69.18,2
1722,Hennur Road,1936.0,3.0,131.0,3
1723,Hoodi,1425.0,2.0,80.0,2
1724,Hoodi,1420.0,2.0,75.0,2
1725,Hoodi,1639.0,3.0,98.32,3
1726,Hoodi,1026.0,2.0,60.87,2
1727,Hoodi,1400.0,2.0,78.0,2
1728,Hoodi,1196.0,2.0,71.74,2
1729,Hoodi,1500.0,2.0,84.0,2
1730,Hoodi,1055.0,2.0,57.63,2
1731,Hoodi,1925.0,2.0,114.0,3
1732,Hoodi,1400.0,2.0,82.0,2
1733,Hoodi,1257.0,2.0,69.0,2
1734,Hoodi,1132.0,2.0,67.9,2
1735,Hoodi,1925.0,3.0,110.0,3
1736,Hoodi,1257.0,2.0,71.03,2
1737,Hoodi,1305.0,2.0,75.0,2
1738,Hoodi,1240.0,2.0,65.0,2
1739,Hoodi,1257.0,2.0,68.5,2
1740,Hoodi,1063.0,2.0,61.17,2
1741,Hoodi,1259.0,2.0,69.45,2
1742,Hoodi,711.0,1.0,42.65,1
1743,Hoodi,1715.0,2.0,100.0,3
1744,Hoodi,1447.0,3.0,76.0,2
1745,Hoodi,1108.0,2.0,66.46,2
1746,Hoodi,1837.0,3.0,110.0,3
1747,Hoodi,1490.0,3.0,85.0,3
1748,Horamavu Agara,1200.0,2.0,45.0,2
1749,Horamavu Agara,1560.0,3.0,75.0,3
1750,Horamavu Agara,982.0,2.0,47.65,2
1751,Horamavu Agara,1650.0,2.0,75.0,3
1752,Horamavu Agara,950.0,2.0,39.0,2
1753,Horamavu Agara,1106.0,2.0,43.09,2
1754,Horamavu Agara,1079.0,2.0,41.0,2
1755,Horamavu Agara,1107.83,2.0,41.51,2
1756,Horamavu Agara,980.0,2.0,38.19,2
1757,Horamavu Agara,1000.0,2.0,46.0,2
1758,Horamavu Agara,625.0,1.0,27.0,1
1759,Horamavu Agara,994.0,2.0,42.28,2
1760,Horamavu Agara,1107.83,2.0,41.51,2
1761,Horamavu Agara,1090.0,2.0,46.0,2
1762,Horamavu Agara,1400.0,3.0,63.0,3
1763,Horamavu Agara,1557.0,3.0,70.0,3
1764,Horamavu Agara,1058.0,2.0,47.0,2
1765,Horamavu Banaswadi,1156.0,2.0,46.0,2
1766,Horamavu Banaswadi,1307.0,2.0,51.6,2
1767,Horamavu Banaswadi,1357.0,2.0,54.0,2
1768,Horamavu Banaswadi,925.0,2.0,38.0,2
1769,Horamavu Banaswadi,1272.0,2.0,48.0,2
1770,Horamavu Banaswadi,1225.0,2.0,49.5,2
1771,Horamavu Banaswadi,1272.0,2.0,51.5,2
1772,Horamavu Banaswadi,1272.0,2.0,51.5,2
1773,Horamavu Banaswadi,1156.0,2.0,46.9,2
1774,Horamavu Banaswadi,1200.0,2.0,45.0,2
1775,Horamavu Banaswadi,1254.0,2.0,47.0,2
1776,Horamavu Banaswadi,1610.0,3.0,68.0,3
1777,Horamavu Banaswadi,1210.0,2.0,50.0,2
1778,Horamavu Banaswadi,1357.0,2.0,54.0,2
